num,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35
8,270.6792764,-490.15423,-155.3959019,90.00272316,80.05763365,-209.7634493,416.3261688,-426.2247077,-4.574554061,-412.4919782,389.5972925,-54.03091558,-35.49587717,96.61982957,140.559924,-76.76765467,821.3156548,678.4016796,-7.848055517,-30.0031229,-82.73257881,375.6591318,-1155.902921,381.8347965,9.782843016,329.5356097,-562.7348915,-524.6896558,-550.5802957,-307.4667198,-297.0888238,392.6923558,-421.6243201,-227.5328008,429.2334336
9,320.5912118,-402.9327734,-368.8200476,-244.2024709,-100.4317084,79.13350181,589.7373166,-362.1501424,-96.58767316,-210.260672,50.45426437,39.90543428,58.91965756,-153.4408763,-173.7560738,-298.5945125,509.8588559,422.1118571,117.9727055,-788.8982602,29.03764173,-56.83557568,-427.1218161,506.8536922,131.1803098,231.7889701,-465.5503496,-322.2591721,-186.3011189,-667.5372035,-289.287577,108.8559583,115.0934236,-145.817179,447.7431562
1,72.21017408,-172.318586,-119.189828,24.84531832,189.1074597,-100.14664,192.5627821,-7.264312737,-83.17543266,-184.209875,8.893171239,-40.34783245,-34.75515269,-31.8317491,-31.14612738,-829.8991523,-79.38236255,249.9226826,-327.6714125,33.08831769,15.2061682,-463.9786203,-558.3429565,427.698871,272.223526,-41.09258313,14.69654335,-44.46007598,-211.2631926,-184.4046461,-176.840458,83.05954987,-50.4675244,7.163347609,34.32280767
3,-78.9455255,184.4423141,483.6360168,-20.07239701,327.9633031,6.163286303,752.1655438,109.7844288,-179.4193821,160.503621,68.93430168,119.8486217,279.7714827,-38.14950488,-56.12007103,-267.2202291,-17.30161711,113.8212807,758.4126333,-110.6379318,76.99226808,-258.2320895,-712.55612,102.5717099,402.0472187,-142.6854785,-655.7770941,-220.8780599,-571.4803492,223.3337513,-774.9098065,-11.98221825,68.07602276,61.97975757,-117.9230518
3,147.5782711,137.7908185,353.7010657,-142.0460339,241.2300883,-230.8637577,256.1500677,29.17121678,166.4648143,-334.9211429,351.3700321,-152.8563762,-202.652545,-127.1316517,-129.9508775,239.1111553,-30.29151625,72.09347384,522.6953724,-442.5196488,155.0108367,-107.1927805,-739.8443893,81.29289775,398.2577214,-1021.548714,-305.9643947,71.02138639,104.0876022,-620.4879016,-571.5536448,252.5346283,-86.72706812,-10.99061979,-107.853902
1,99.32152194,-183.1709184,-11.78921207,-120.5206383,113.7582149,-106.2962211,80.5707549,-18.0494535,-68.06900822,-121.5240777,-4.159648401,46.759341,38.82443055,-12.7861065,-10.29634577,-631.3146266,-135.1462649,-97.48320915,-63.90210594,-280.4255942,-117.2526727,-223.4739315,-321.8032995,464.8669822,241.1866507,-68.14375944,-39.7203834,-91.33301346,-97.45934343,-112.7257391,-79.30520312,77.98729515,-108.4583987,-38.6185431,16.54877568
2,255.5765595,130.7371811,109.092723,303.4791245,240.3373237,-177.3646368,567.8944187,-9.796723789,-211.0733027,-232.4458334,-99.45151691,-19.84202198,162.3987775,98.07262338,32.88149844,-838.9817468,8.853498186,382.906219,725.4713988,-404.7438382,-307.7193172,-169.7689226,-1152.649966,453.0340724,124.1930184,-610.7174581,-389.7252508,-329.5098548,-847.0045027,170.4888135,-735.7822802,-51.61997245,-271.0387099,153.9410369,275.1705396
0,-402.3575361,-968.6938944,-255.074463,-386.3996308,103.3049471,101.126007,162.0552352,110.3151997,202.8884721,-118.3234091,-24.18784777,-106.4270633,39.93852825,290.7015906,-128.8220322,684.0767434,318.8312436,612.6129757,-93.22980247,121.9412381,171.9102672,127.9575543,-632.5930955,610.4467885,274.6257144,-529.5234162,36.91477322,-830.2107171,-142.2743345,-694.7565204,-160.2570659,306.4891188,-215.2217401,-42.76987028,-123.7180627
7,124.5110882,40.54380557,-78.7801907,-200.504746,-64.65764664,-144.7202898,251.5638447,3.341321909,-49.52085358,-193.9368779,19.0896862,19.37743914,102.3630681,92.1526696,-16.93837862,-323.2997763,388.0887877,-91.54254896,5.537605883,-643.8929394,-45.3597527,-71.16249483,-302.5344243,159.6170088,409.5862445,165.3744545,-186.7942608,-420.0572657,-541.5385981,-83.57605074,-148.1382934,-111.6296696,135.0069059,160.1807846,33.29742549
5,-25.30860613,346.0847836,-327.1259202,269.8770424,572.3244363,190.2936193,192.0645345,-160.6439526,-67.8029435,-111.550631,-60.99835996,123.6980345,-4.449908311,103.9602086,52.29915556,316.4685107,-35.45017195,231.170824,484.8910341,-492.1434115,-383.9816484,-352.8648232,-1106.817582,222.7721387,-78.61962332,-1102.890622,247.3449789,311.9385838,-223.6575298,-687.5600303,-794.9798959,-457.9660137,-106.2948552,-19.88474798,215.4164053
8,328.5773898,-425.0023752,2.844432507,295.8445583,134.5206541,-558.1543381,556.5696478,114.9342759,196.0533507,160.6803905,-91.93042371,-141.1790168,111.5803629,115.9578499,-226.2487858,-328.6943233,524.1920452,402.1761907,135.1598547,-129.6258499,282.8150811,492.091377,-692.2064198,109.8701094,109.8598439,-262.9382649,-215.9195704,-246.4697305,-339.7043243,-437.5534352,-129.1553082,159.4307491,-244.2006908,-214.4709477,5.133474602
6,-140.4725433,-658.6047287,-189.6844339,6.208151267,151.2631994,-6.886675245,343.5306969,223.4825431,96.96512497,-278.2744018,-301.9669258,-266.8956201,285.1189721,-200.3577912,-40.33288823,140.3453876,-77.52559037,274.878149,132.870978,-215.6689584,73.01468076,227.3740226,-511.0771308,323.6629178,55.59419841,66.38062786,607.3934704,-420.3211376,-106.9129898,-560.746899,-228.55444,-106.8801007,-152.8330194,-222.2057294,402.272072
2,348.221896,0.498495675,208.839906,183.0949447,124.1649578,-275.2198239,73.15929212,109.2214818,-43.08145891,-123.3712358,-97.71038898,-117.2202845,81.24181689,52.85083156,-106.1917436,-576.5210878,-262.8255355,256.4661931,701.2796206,-337.5373041,-126.8345594,105.345419,-852.0052712,398.7232713,23.58080412,-1188.741012,-22.38418129,-141.2026711,-301.3681084,77.89518024,-482.3410725,183.7260043,-165.6003893,273.5082939,-30.70516899
0,-285.8282396,140.2737566,91.90293473,183.2737172,-465.7191646,-163.2282843,263.1788086,-188.7813358,-404.4697293,-495.9333434,-252.1148148,-122.568918,214.3207972,134.1345926,-67.4191918,647.0281367,-429.8517953,-69.34514589,-216.2331949,-249.2790032,-143.1720008,276.5076408,-1087.485731,327.670015,288.6963207,-622.9244032,-318.1795202,-906.3366166,-559.5235117,29.60210188,-1164.862898,192.2540659,-344.3528709,211.0079159,174.3196187
2,336.769313,152.0380414,100.2741381,257.7581677,220.3803492,-166.9674312,343.7382589,80.08867269,158.6365153,-129.5127101,-113.35033,-57.03769152,51.27033739,35.93559617,60.27175265,-593.0948811,-151.5602907,58.57990921,536.8160073,-385.8566,-177.6065655,-70.40893982,-580.5039313,355.3448129,93.77890028,-552.0187607,-345.4509692,-134.7146614,-877.0339625,190.4090069,-700.6873924,-64.00765607,-7.914874581,208.6497987,36.57033723
3,-323.662488,-194.8548482,311.2704159,-216.5351267,125.0797019,-68.26281416,346.2571121,104.359628,32.03326426,-206.3470354,224.2184697,241.5915712,-133.5537976,-6.191274326,44.61581892,-34.31639655,-3.908310365,335.7080772,388.3875808,-204.2869525,110.4466699,84.2856953,-567.8670555,208.7366974,400.9328572,-875.6695942,-305.4768291,-414.4159985,295.7604443,-240.375158,-174.7131013,403.9467207,-386.9614239,-133.4650717,-123.1359177
6,91.42207616,129.8888267,-574.6607529,-210.0205996,526.9155152,-48.56395197,237.1183357,145.7552363,-96.02646871,-128.1153977,204.340169,-156.2477261,43.44267615,24.82763009,-12.55896033,-113.1380883,798.0439292,745.7622617,197.8666646,-20.54627082,-419.7076473,-65.23434999,-439.001561,286.7506764,441.3602465,35.77824361,728.1326839,-103.2112418,-198.6657072,-530.0956006,-211.1690675,134.4458217,-80.85790377,24.68167323,-167.8869736
9,342.7279829,-356.9027939,-156.131536,-118.7968425,-58.0473873,-54.5055723,636.3231061,-226.3047828,-23.77334839,-245.8190956,53.46114302,-74.46071837,2.676762966,-52.13951512,-227.6350233,-641.5344129,285.7711294,372.603726,324.6941063,-771.0548444,38.92408058,210.5270942,-293.5810601,293.1117443,394.4444753,100.7218693,-362.8160696,-305.5457895,-187.9033098,-419.5239366,-320.8185477,78.31547125,86.21532779,-272.0143199,247.2511479
9,-18.77259655,-412.6164468,-178.5738077,-139.6318639,302.8863349,-220.4088059,545.2099296,-143.0573603,157.0064388,-481.015957,10.61944187,-195.060113,90.69152915,-24.28011155,-69.06441714,-538.8758012,1160.03087,128.4192689,221.3338458,-367.7400349,10.61962256,-129.8516743,-813.5673084,178.0579104,365.160829,444.2867672,-265.3419118,-189.3106038,-242.1440628,-437.232676,-484.4510149,224.5225341,-287.0272923,110.6570003,161.0434345
7,10.15923828,172.5096891,60.78846729,-310.3400527,157.893891,-78.43335566,255.8265793,-46.90106362,235.3063282,-203.9822052,-4.644334682,95.20806758,-42.11033276,38.95009619,-95.21722058,301.87512,897.7581817,-434.355825,568.7749181,270.0449823,474.2345742,25.54500192,-692.5507125,91.9798417,107.7611089,413.344013,-336.3947698,-694.5624889,-503.8088139,139.2883376,-415.3843138,-139.0813405,-109.8811865,182.5547281,-176.6463138
8,318.6727261,-582.5503202,123.6714342,61.79815602,162.1521602,-255.0113526,368.6867797,-40.68548638,31.78021788,-72.83118549,-122.010168,-25.24863429,172.5953981,-74.17174471,-162.9248322,-320.1899025,441.7718474,394.1994789,-424.3177469,-156.5549139,252.7193768,102.9909382,-697.7484357,156.8473807,385.3174764,-170.8298143,-287.4862941,-118.8664184,-417.0243711,-508.8871665,-9.479456729,114.3315215,-341.7488472,-211.6281348,116.6559043
9,135.2580783,82.6326295,-301.9659012,167.1820694,48.64131765,70.4549837,404.0860238,-82.67240803,-175.8820504,-242.5526107,202.651081,-106.2748794,-157.4878984,89.0499173,145.5827917,179.3246032,517.7040594,143.3548265,657.7004865,-139.3934782,-217.9314521,-89.08558865,-23.8560463,396.0935026,341.8456759,199.7740849,143.6547468,-102.6776795,-490.3840025,10.66096386,-200.755797,29.86485643,-169.7926664,-200.3614185,104.9573923
4,-179.3026702,-249.8899115,-203.7805881,-106.5475538,369.7538192,-134.7719945,319.0749718,102.1153101,-138.4681291,-193.9759818,63.2069677,218.1408107,90.95231103,105.2336205,31.39541139,724.764532,831.0558351,232.0601932,-27.51865395,281.832993,-409.6803733,92.00578865,-480.6348803,569.5344502,-29.37794633,11.41948671,-224.7947961,134.9731137,139.523637,-349.7206305,-786.8068251,138.0509393,-274.2154263,-503.8302437,45.80526947
9,215.7190929,-392.6390723,-601.2209725,-191.0266143,125.1040328,-67.73690487,446.961397,-229.1665847,32.55655564,-241.0655675,-112.698298,-103.8430001,30.77673048,-91.19195126,-142.6557162,-56.76600646,1008.843559,240.6174239,-70.34156804,-535.7386797,17.10566008,-381.4814915,-605.4389457,425.7540139,218.8484151,369.9232586,-99.14421567,-284.6000594,-402.4420136,-628.7299283,-227.9586983,268.2418691,-296.9867326,118.4216193,336.1682579
2,402.0210644,33.92840183,-138.9823457,-214.9387331,410.9682954,-144.8408857,388.3333075,351.1984169,-373.502204,12.63574889,-221.1692304,-46.52036715,58.01221489,-86.7156644,40.19155235,-313.7182951,353.4435645,156.6991183,275.2578983,-220.3240285,-209.2829456,-40.18445841,-690.2921276,93.77975531,-117.0946224,272.0730641,485.2204681,-316.5017595,-448.6891168,-395.6756235,-504.791892,-252.1563623,-377.9835907,80.45058961,-231.9233847
1,-7.965435263,115.8356442,-166.6189423,97.51121224,208.9578249,23.21443609,107.4610199,-100.5374625,-68.73940868,-176.8023517,39.26526522,0.366342946,-38.32721904,27.88051656,-87.86308748,-448.5785605,253.336549,313.2899991,-239.7885865,283.6836174,-102.2847456,26.57609374,-411.6345479,169.5822642,321.9702505,-230.5806815,46.93131854,-32.17081972,-120.7880329,53.16362849,-267.9382358,1.422188368,-106.6257148,98.29529401,88.05254222
3,188.5345891,143.248739,239.65376,23.2992034,-35.71634161,-151.379574,380.9568349,-121.0161092,-71.55460401,-274.623551,173.9638464,-370.2317851,157.801842,92.60302016,13.39867691,-332.5748683,323.0882513,219.1679671,543.4037952,-59.13965579,-85.3256396,396.1917231,-471.1044663,322.5522933,450.3798962,-310.3810247,-596.2575336,287.0156716,-662.0870571,-317.0755023,-265.6842795,181.1465637,254.596083,-112.2801938,-35.82185656
1,127.6150961,-231.3896318,-135.2001523,-10.34835209,59.31473073,-40.73061044,159.0346457,19.04069196,-138.0823167,-172.8598058,-1.351500893,8.029500429,16.68425636,8.489650107,-38.93028799,-840.8184141,-305.580537,321.512818,-71.58376535,-81.02731844,50.33051586,-428.2111031,-484.5554226,594.1940139,111.929407,-231.0684678,39.43228674,-115.8895371,-111.4823591,-111.0613595,-101.1064779,93.40526898,-185.9889232,-17.57657181,-50.52453293
1,325.8205277,-295.8588167,-5.830556698,29.41941191,70.64969477,-30.69861425,175.1644175,4.400982915,-111.2424906,-177.5943976,-10.05736113,42.01919927,13.45906347,9.784974149,2.808471384,-822.6018266,-484.6554207,134.2276108,327.7527428,-284.4683079,-65.4181318,-33.62231092,-404.8626395,668.3366286,-95.20357638,-124.8632084,52.81023703,-172.0007618,-62.64755821,-161.3510387,-106.5576332,98.73350823,-160.646006,-9.394009792,-48.32008579
4,149.0745687,-220.7906781,-327.1259451,102.1414117,214.0427364,-288.0624547,350.111155,-136.5551362,-101.8100418,-91.29960402,-29.32298196,83.97794803,-149.8309303,-91.84536957,92.73506773,219.6459206,875.2370037,-103.0923977,-133.6232615,-645.5893523,-187.6253383,77.15249151,-400.5226581,201.9254302,360.0621385,293.3302558,-97.2270671,117.0215763,-55.61194393,-647.9355471,-423.5677306,99.29648897,-160.7888117,86.01592325,71.09786032
9,-45.59793733,6.325247646,95.60039121,-212.3671665,-36.84728442,-312.4561792,398.5663856,205.9629324,-158.0403973,-126.6476247,139.8368882,66.02482001,192.2391177,177.5057473,-76.36163307,-190.8860188,707.5204651,114.6713842,548.4151447,-180.1367208,1.969671834,523.377391,-519.9270933,154.9700346,123.2742926,-501.1086384,-419.8783821,-200.1425787,-234.9056043,-44.30615802,-199.7892468,170.6058056,-366.9418911,-358.6532871,-175.599431
1,60.25611595,-95.29981254,-170.0276668,-40.67866834,165.666112,-144.5249558,200.6957937,96.18045695,-124.6933287,-242.03854,-9.891367456,3.149420926,-32.78630836,45.63143627,-47.69189025,-942.4867804,78.2288723,201.8693891,-403.2702132,87.56076625,-110.2942416,-459.6833236,-667.4880305,412.3449678,490.3828668,-279.5423734,50.82031845,-167.5095094,-124.7843745,-71.4687858,-249.9126366,71.1570923,-117.8908336,15.73867655,35.88226158
4,184.6927604,43.73766244,-275.2280293,146.2878566,519.171255,33.17218162,109.7680409,-96.68310382,-19.6770319,-111.5699316,93.1377332,150.8589544,-112.419375,-88.12386537,-102.9908334,808.7454393,264.4228617,-185.6291388,405.1232315,57.07599057,235.6743119,-217.3978851,-543.2636241,458.2580887,-171.6547503,307.7957058,307.4596584,332.3873412,-482.8256558,-359.2657977,-350.5044262,422.3934617,-447.4890445,197.552187,-204.0236685
4,-32.94160649,-187.3189011,-387.5606478,344.2849262,-31.58360641,-197.6744657,351.9844354,-137.6606486,-150.9771723,-149.5647205,13.89482812,142.4747662,76.69673402,-177.3865674,-191.2731125,73.13965593,603.0988939,-431.4774518,293.9347178,-226.5482768,76.86764859,420.4035959,-693.0029065,129.0197852,363.9907345,107.0996184,260.6745798,-550.7236431,-460.4808301,-136.0724393,-299.7669131,216.0510431,-304.9928221,-218.3645064,587.3120053
2,2.029426734,52.81572027,113.1582264,29.53038177,602.5100068,49.86875557,375.2906355,-27.00932862,-298.6528689,-24.05933713,69.8211707,4.924400613,27.4140747,18.09356211,95.67724552,-373.2702238,15.50342362,522.6355167,93.48617186,200.7255731,-13.62714196,-153.6691801,-652.087378,-11.68402684,-61.10644934,325.134257,513.1052931,58.64018751,-773.0674936,-85.28764555,-293.0923674,256.4648517,-120.9062801,-287.5780234,-510.2869583
6,-225.4616941,-330.6660542,-554.1163429,413.8011617,401.0407584,-112.4383806,325.3176089,-2.93461708,-112.6975025,77.29952363,293.3465644,-215.4404542,27.01142519,-77.86170569,-86.77933231,-206.8936237,649.2840707,848.1401101,492.9577013,56.37418055,-53.64340088,163.0446508,-471.790775,107.4646143,8.294993693,-226.2431709,517.1420221,-69.40134426,-153.176485,-462.2219201,-433.570347,-150.6350098,19.03843211,251.4689465,-79.76873377
3,-237.2581477,-198.8792186,95.33722649,8.095618391,181.1301365,125.4407228,-92.83055076,-483.2916059,-108.9545,-205.9832077,268.0112527,-52.45628908,75.82819425,152.1298945,30.78146892,-163.7938178,179.9121064,328.2336722,446.9086315,-37.06385032,15.58114305,133.4916915,-382.3631159,251.1432845,199.5326391,-235.0198528,-211.0437557,289.7187099,-209.3056089,-98.91295274,11.54396399,493.091496,-259.0893589,-6.272211092,-146.2537533
7,-78.74231434,265.0524438,46.8594997,-210.8033687,169.0827518,35.72905944,425.3496398,86.3432951,92.99396583,-59.57547908,90.46665625,99.85246759,-62.1653751,-20.53047728,165.5612984,-177.3988858,887.8792009,-506.6851313,370.6272874,293.0552163,-168.1311727,197.2237046,-682.428147,116.5744604,142.9762877,147.149954,-194.9121752,-264.819896,-543.0552559,157.1192286,-343.1054025,-238.5460399,4.588196983,6.537204378,-322.13374
7,30.68492505,-322.1847589,-204.2351558,-491.4493082,-95.89935366,90.46659216,288.9843969,-257.8742906,-138.8628223,-61.82868272,-113.5296019,55.2888663,30.0798369,-166.8045959,-236.8116551,-109.2411275,380.3756436,347.4925442,-68.72027866,-293.0900596,141.5515625,27.24768323,-230.3869524,225.6501008,107.8546874,232.3756464,-235.2681693,-584.7867049,-83.17489327,-43.98986337,-102.3687936,256.0407221,-53.10369908,135.5795918,217.1032514
4,111.7720588,-186.439312,-294.230596,26.62758869,394.9587403,-441.1487029,225.1990767,99.6127043,2.633353271,-205.7459404,-58.77629001,99.955523,-30.53222607,60.04751149,-16.40753129,492.2209807,1116.054778,-79.86482091,40.03063773,-629.7172843,-389.7674709,108.7621775,-658.4445104,255.3113489,73.47724392,348.1691095,-15.47822981,228.9726463,-347.7318204,-558.392803,-539.6221123,310.2426269,-423.9374961,95.10070431,-54.72717392
7,-4.897234058,193.4769323,10.80524884,-59.63058632,29.40445976,-96.90459574,187.3603228,-65.96873687,-81.62328976,-140.5896996,-8.425499175,-24.67603056,68.78217623,74.45808936,-4.565324089,10.14197644,490.2416443,-423.6418414,473.6082656,39.72611682,-222.5326333,284.7076668,-379.691512,90.17857292,8.483111352,156.6074077,-160.4750063,-278.0356498,-392.5819572,-4.186369848,-144.7905847,-96.62297483,93.90129714,52.43891305,-54.89161156
5,-150.3000407,194.0671638,69.61030426,39.15326243,334.4999301,84.66919277,269.8346356,-165.1887343,-189.6082998,-163.1203058,-172.6634898,34.12304397,24.03496264,134.6965562,102.3232686,466.8487834,-160.3633011,179.1372249,602.1171103,-522.4992074,-298.4934555,-425.2374691,-1004.258975,39.5904983,41.07567083,-1098.954236,-300.68733,258.7567325,-101.1603632,-437.4887678,-796.4767975,-168.375961,-111.4524705,-284.8415064,387.0124646
1,-22.24463126,-140.5392121,-136.149443,-26.0740954,138.3662118,-82.068393,127.1982775,7.965688217,-108.8303547,-199.0580968,106.5223667,75.61766848,-45.30070894,24.47711605,-128.7287035,-827.2096058,26.23994297,38.8437815,-286.0577528,102.2988291,-69.03199371,-399.777241,-652.6373205,391.1022743,386.5739828,-243.4031609,-7.103376569,-113.9951872,-83.24620673,-53.59060348,-191.9317389,42.72494533,-150.9060613,20.86994563,44.7956156
9,152.5342901,287.6348308,-83.43746951,261.7872139,477.5377392,-204.8789876,367.8856126,-234.130126,-49.64527252,-204.7706393,-49.5051073,-215.3818899,173.9019502,185.4614487,-123.7467581,47.43375995,106.3394023,-260.5450348,953.9721859,19.36146487,-308.7271532,-95.44510003,-347.2607141,568.3864079,345.662073,172.3045571,-89.71976238,271.6288862,-573.0759722,-437.5675513,-501.4707352,17.75422001,-80.71079609,50.8624985,-176.222835
0,-565.6593194,-315.0727756,-400.2916741,394.1923402,-479.7723231,-11.24503917,219.3070711,-61.44764495,-147.5465346,51.35717356,100.3703351,-3.10096414,-55.90718526,-117.2060665,-82.04583471,904.2285032,-210.654468,443.1268183,-233.4359822,-340.8430725,-525.6314353,431.2246724,-673.3078879,240.3710283,361.2224899,-904.9560328,-145.5811155,-656.0172516,-432.485032,-489.6580313,-506.485567,140.7137979,-415.8168633,165.4563273,67.46823643
2,91.24768234,43.97892298,1.785190989,147.2360758,253.2797744,64.01540328,178.8164584,75.42721545,-117.2459818,-79.87759767,-28.79511513,88.76069064,64.95571309,180.5579341,-55.49955728,-190.3025915,13.21015447,215.100555,53.77042503,-27.26079917,-219.5815854,-56.56372325,-220.1809555,156.1319281,-9.269859411,295.8032401,335.1853392,80.35649335,-465.1207481,-73.51598932,-89.85571146,127.6143135,-313.7380156,-19.13732209,-271.6530171
2,248.5579127,-33.78080923,224.8766635,209.7576499,500.4076712,-277.2544197,307.7548604,137.1455032,-153.3201657,-99.36125838,-125.361858,-102.6386304,-143.5103223,-75.14723912,1.494136645,-473.0454349,-85.63394102,135.3213451,490.6691729,-156.3199992,-219.6333868,5.393428241,-545.5986662,145.679385,23.29948126,-73.63871945,590.6209032,123.7060833,-608.7594392,3.088047546,-455.993338,407.8593461,208.3629662,-378.0716483,74.603708
3,-75.8235975,87.52652524,377.428031,-244.4121889,202.7817927,-308.7762744,551.4429468,254.6411657,165.790529,-181.2275458,296.7266149,78.26883004,-142.779769,-83.6691289,-117.0812893,0.173446243,224.1230094,103.1240149,790.0161474,-75.06603938,265.5212755,-75.53482969,-577.2420032,409.0869773,429.3923656,-628.7243735,-739.6520652,153.9563319,-444.5383452,-276.4187678,-569.3305114,295.9329165,285.27998,-309.0566425,-71.86849592
9,392.7720019,-334.441854,-290.0590196,-304.6151288,90.6169262,65.88056399,492.5317148,-274.6220855,-133.4065955,-217.0847199,62.47108023,33.81151151,49.75822061,-148.5796753,-119.1669697,-413.9364438,532.355451,316.3376205,106.1854041,-736.9894776,44.45032855,-90.80249751,-328.4876617,466.0273754,181.9355361,332.2071946,-216.6073007,-287.4945077,30.02748517,-465.2946012,-412.6900047,127.8769321,46.18063795,-10.96084262,365.4467957
1,21.83113826,-234.4206727,-9.27738277,-28.58741559,161.2112023,-97.8287182,104.5677501,1.94977465,-103.0024378,-196.0265844,-31.32055544,48.36652428,11.2277552,-32.85189897,-59.06160158,-752.1653152,-252.9502936,159.6685663,-85.13586863,-68.18566616,15.88583338,-407.0555159,-465.4502393,577.1157294,63.91460479,-76.97837186,-43.16838367,-105.4490274,-129.3348952,-105.1386695,-125.8868116,87.21291486,-100.5619471,-93.49389582,50.62647677
